,query,gold_answer,model_answer
151,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Life changing!"", Content: ""Since chat gpt was launched in November 2022 I have been using it everyday! Because is craziest technology humans have even seen! I’m just happy to be alive in this time in history! Let’s change the world!""",5,5
152,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Good Start"", Content: ""Like it - gimme more Siri and Apple ecosystem integration. Enable me to have verbal dialog through Siri, read me answers, enable me to send text messages, emails, reminders, calendar entries, use my contacts etc.  I also use an IPad, give me a dedicated IPad version that supports portrait and landscape modes.""",4,5
153,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love the new iOS app"", Content: ""Love the minimalist app interface for ChatGPT, the haptic feedback feature mimics the typing cadence of GPT. One feature I'd want to see translated to the iPhone is the ability to select between different chat threads and topics""",5,5
154,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Simple yet Powerful"", Content: ""Love the interface and simplicity of this app! The fact that my history goes with me between desktop and mobile is so valuable. Great addition to the myriad AI Chat apps out there!""",5,5
155,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Will use daily, if not hourly!"", Content: ""All the amazing capabilities of AI, at a finger’s reach. 

I personally love the subtle haptic vibrations, they give you cues on amount and length of answers as you try to catch up reading them.

So long Google… and thanks for all the fish.""",5,5
156,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Need to fix bug"", Content: ""When you submit feedback for whether a response was good or bad the pop up that says “thanks!” doesn’t disappear on its own""",5,3
157,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Big thanks for the developers from Kuwait"", Content: ""Big thanks for the developers for this app really really good jop best app ever I use this app every day even my friends can’t stop using it big loove for the developers from Kuwait🇰🇼🇰🇼🇰🇼🇰🇼🇰🇼🇰🇼🤍🤍🤍🤍🤍💙💙💙💙💙💙💙💙""",5,5
158,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Good app"", Content: ""It’s a good app. I think the layout could be improved, and the quick setting could make more sense, but every app has its problems, and overall this is a good app.""",5,5
159,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Haven’t plugins"", Content: ""Why app version haven’t any plugins in chat gpt 4? It’s only gpt 3.5/4 there. On web version its available. I think so big corporation was needed to To notice this misunderstanding on the first day, but it's been like this for a week and no one changes anything.""",4,3
160,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""balance for payment in subscriptions."", Content: ""I hope developers can add the option to use Apple ID account balance for payment in subscriptions.""",5,3
161,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Quite good. One thing could be added"", Content: ""Honestly, this is the best app I have on my phone. But it would’ve been a five star if you could add the feature where you can undo and redo your prompts and conversations.""",4,5
162,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""The app is doing very well!"", Content: ""I hope to join the simplified Chinese language. Thank you for your hard work. I hope you will get better and better！""",5,5
163,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can’t register"", Content: ""I accidentally type in my wrong birthday and now I can’t use app and no way to contact them to correct. Was able to correct user error""",5,1
164,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Please add text to voice"", Content: ""ChatGPT on app works fine. Nothing fancy in terms of features. Voice to text to input prompts is nice, but I wish it could respond with talking rather than just text. If that becomes a feature, 5 stars""",4,5
165,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""GPT Memory History"", Content: ""Can you clarify what the Character/Line limit for conversation memory is? And what the different is between GPT3.5 GPT4, GPT4 for with web browsing? I've finding repeated trouble with it when working on a powershell script, I think sometimes it has essentially been immediatly (by my 2nd or 3rd question).""",3,3
166,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Would love for it to do more"", Content: ""I would love it to run like a keyboard or something that can automatically have conversations for me instead of doing it in the app.""",5,3
167,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""It’s Free!"", Content: ""Completely free which is a nice change of pace from the other apps asking for $8 a month. Works just the same as far as I can tell. Very interesting conversations.""",5,5
168,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Awesome to have on iOS"", Content: ""Works well and has the same chat/thread history as the web. Voice input is very quick. Can’t wait for more features.""",5,5
169,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Add Text color option"", Content: ""Add options for choosing the text colors in the responses of the app in dark screen or in both to make it more interactive and fun to explore daily""",5,3
170,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""I love it"", Content: ""I wish it would update to at least 2022 but all the information on here isn’t too far back from what we know now so it’s okay but it’s a great source of knowledge way better than Google""",4,5
171,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Dark mode"", Content: ""Nevermind, I found out dark mode is build as whatever the system has. It really should be it’s own option in the app though.""",5,3
172,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Awkward to use on iPad, just use website instead"", Content: ""The service is great but the app is not optimized for iPad so it’s a bit of a waste of screen real estate. And only a small keyboard is available, instead of the full sized iPad keyboard. I’d rather just open the website version of ChatGPT in Safari.""",3,3
173,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love the app."", Content: ""So glad it’s an app now, makes it so much easier and quicker to use. Please make a home and lock screen widget. It would make it even easier to access.""",5,5
174,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Where are the latest features?"", Content: ""I am daily user of ChatGPT.  There no client for iPad with large screen also the app don’t come with the latest features such as plugin and access the web.""",4,3
175,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""See ya later google"", Content: ""I have the subscription for chatgpt and am so happy to see they now have iPhone app. This beats bard, beats google, beats all of it. Has helped me tremendously with work questions and personal ones.""",5,5
176,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Simple and works"", Content: ""Of course ChatGPT is amazing. The app itself is good. It’s simple, I wish it had more features and cleaner interface, but it’s good. 

I love that you can search history.""",5,5
177,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""My iPhone kept losing internet connection while using the app"", Content: ""I am very excited about this official app created by OpenAI! However, my iPhone kept on losing internet connection while using it. I guess I have to uninstall""",4,3
178,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can verify my phone number app unusable"", Content: ""verifying my phone number the app loads forever, I tried updating and everything I could.""",5,1
179,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Very nice!!"", Content: ""I was the first person to download it, and yes the app works well, but when I'm using the app it makes my iPhone 14 Pro hot. After the update yesterday my phone stopped being hot.""",5,5
180,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Loved"", Content: ""Sure! Here's an example application review for ChatGPT:

""Hello, I'm writing this review to share my experience using ChatGPT. Overall, I found the application to be user-friendly and efficient in delivering responses, in different languages it’s Awesome!!""",5,5
181,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Makes iPhone 14 Pro extremely hot"", Content: ""Nice app, well designed- but something is wrong. Just two or three queries makes the phone run extremely hot- not sure what’s using so much processor power but it’s a big battery drain. Stick to the website until this is fixed.""",3,3
182,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""So excited"", Content: ""I literally thought it was a fake news when I saw that chat was available on iOS, good job openAI, you guys really make my life a lot easier, keep going!""",5,5
183,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Nice"", Content: ""Works well. Would be nice to use Apple ID to log in, but don’t see a way to link my existing accounts, and I’ve hit a limit for # of accounts linked to my phone #""",5,4
184,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""user friendly and fast"", Content: ""The app is way faster than the web one.
The UI is user-friendly and organized.
We need apps to be like this!""",5,5
185,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Needs an update"", Content: ""Chat gpt’s AI hasn’t been updated since September of 2021 so any new songs people will ask it will only get a set text. Anyway it’s an amazing chat program for people that need advice or just want to chat!""",4,5
186,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Super useful for coding"", Content: ""Whenever I run into an issue and can’t figure out how to solve it, throw it to ChatGPT and it will tell you exactly how to fix it! Save hours of looking online and just ask it.""",5,5
187,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""The Real Deal"", Content: ""I appreciate the haptic feedback while typing, and it's a relief to have a dedicated app instead of relying on the browser interface. It's the authentic ChatGPT experience we've been waiting for.""",5,5
188,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""feedback"", Content: ""Sometimes the sound of typing and the vibration feedback will suddenly increase, even louder than the loudest button sound of the system, which is very scary""",4,3
189,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Amazing app"", Content: ""This app is amazing I’ve been using it to generate stories about my favorite character going on an adventure with friends from same universe that they are from.""",5,5
190,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Difficult to sign up using app"", Content: ""I needed to do all of my sign up using a browser. Once the sign up process was completed, signing into the app was easy. So far use of the app is good. I don’t like that it used haptic feedback by default but it was easy to turn off.""",3,3
191,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""I Plug-in or web access?"", Content: ""I have access to Plug-in’s and web access but it doesn’t let me use it on the app? Is this just a feature that hasn’t been added yet or am I missing something?""",4,No
192,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""only one problem"", Content: ""I rate this 4 stars because for one little thing. When I’m chatting with ChatGPT, the app increases the volume of my keyboard so when I type on the app, the keyboard is really really loud. So fix that please developers.""",4,4
193,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Perfect"", Content: ""I enjoy using chatgpt in my iPhone, I can speak to it very convenient. I hope you guys can add the function of making it speak. Thank you for developing such a useful application!""",5,5
194,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Gotta wear gloves to use this one."", Content: ""Something's up with the app. iPhone gets very hot. From the moment you login you can feel iPhone warming up. By the time you're chatting it's the equivalent of iPhone being left out in the sun. Better to save the site to your home screen and use that way, at least until a fix is published.""",2,3
195,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally"", Content: ""This app came without notice and without any announcement from Open AI but I’m pleasantly surprised anyway. So far it’s a much more pleasant experience on the app compared to the desktop. I love it""",5,5
196,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""10/10"", Content: ""Very difficult to find the original app for some reason, but it easily surpasses other apps on AppStore and has a simple and easy to use UI""",5,5
197,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""So excited to finally have an OFFICIAL app for iOS"", Content: ""The app is great so far, really love the search function. Was a little disappointment to not see plug-in support for the app yet, but hopefully that is coming!""",5,5
198,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Siri taking over the chat"", Content: ""Now it finally supports Siri via workflow, but the Siri tend to take over the chat when it feels like to answer the question rather than sending the message to the GPT model.""",4,3
199,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Watch how fast this gets exploited"", Content: ""I won’t be surprised if the politicians take advantage of this a to win elections… “who do i vote for?” … response “based on the current polls and runnings it suggested you vote for the democratic party of of course”…. biased 🤦🏻‍♂️

all good this eventually get used for ill intentions…""",4,2
200,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Must have"", Content: ""I use the app for everything. Revolutionary. Writing and communicating my ideas to other people has become a lot easier thanks to chatGPT.""",5,5
201,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally an app!"", Content: ""Ive had this website bookmarked and put on my home screen for 2 months now. Im very pleased with this new app and the design and animations are cool and well worth the wait.""",5,5
202,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""THIS IS THE OFFICIAL ONE!"", Content: ""Finally, the official OpenAI ChatGPT is here, don't fall for any of the others ones trying to charge you weekly, this is the OFFICIAL app! It's great and works well, and the AI is just as lovely as before. Can't wait to get my hands on the plugins!""",5,5
203,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great app but need to have better sharing"", Content: ""Would be great to be able to share formatted responses like tables. Or even better share the chat conversation with a unique url.""",5,4
204,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Been waiting for this!"", Content: ""Fast and reliable! I love the haptic feedback feature added in. Super excited to see the coming updates to this app.""",5,5
205,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Game Changer!"", Content: ""This app is an absolute game changer and I absolutely love it! One of the best apps on the market place.
This app can literally do anything for you and I definitely recommend it.""",5,5
206,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Needs true iPad form version"", Content: ""Is it really that hard to make an iPhone form version AND an iPad form version?

It’s really annoying when developers waste all the space available to them by just slapping an iPhone version of their apps with an iPad label.""",3,3
207,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""iOS app trash!"", Content: ""I can’t even log on. Takes you to a separate pop up browser and then won’t even load the page to log in. This app is built like crap… I tried changing multiple settings. Turned vpn off then and on.  Cleaned cache and browser history. It shouldn’t be this complicated to log into and have access to a app… 🙄""",1,1
208,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""It’s ok"", Content: ""It’s more convenient than going to the website, that’s for sure, but my response history doesn’t stay on the screen when I reopen the app after closing it, and for some reason you can’t copy any of the response to paste into another application, which is extremely dumb.""",2,3
209,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""I had zero problems until updating"", Content: ""I had zero problems, and NEVER received an error message, until I updated this tonight. Now it barely works!!!!!""",4,2
210,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Web is better"", Content: ""The app seems to lock up.  The web page is substantially better.  If you want an icon for it, or any web page, bring up the page in Safari, click the middle button at the bottom, scroll down and pick “Add to Home Screen”""",2,3
211,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Sign in doesn’t work"", Content: ""The website for chatgpt works perfectly fine for me, and I know the password because it is saved in my phone, but when I try and sign in it says wrong email or password, and when I say I forgot my password it says my account already exists so I can’t log into the app""",2,3
212,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""It has brought me great assistance"", Content: ""I hope this app can be adapted for iPad in the future and support landscape mode and split-screen functionality. Thank you to the developers.""",5,5
213,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Game Changer !!"", Content: ""ChatGPT on the Apple Store is a game-changer. It outperforms knock-offs, providing accurate and high-quality responses. The app is fast, fluid, and adapts seamlessly to conversation flow. The best part? It’s completely free! ChatGPT is the top choice for exceptional AI conversations. Highly recommended!""",5,5
214,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Fantastic job!"", Content: ""This app is perfect! It makes it feel as if I am talking back and forth between another person. The haptics are also nice, keeping it modern :)

Responses are fast, and works great with GPT 4 as well.""",5,5
215,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Clean Functionality - But please allow default for GPT-4"", Content: ""Very glad to have a native app now, the haptics are a nice touch! One suggestion is the ability for us Plus users to set GPT-4 as the default for new convos""",5,4
216,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Just amazing"", Content: ""I love this app! I didn’t like it at the beginning, but once I got how to use it and what it can do, I’m totally addicted to this! Big thanks to the developers!""",5,5
217,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""suggest"", Content: ""Hope to support the Chinese interface as soon as possible, my friends are using it""",5,0
218,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Improving"", Content: ""After a tough start with the app. The app's constantly evolving. I like the convenience of using the app. I hope they integrate a keyboard feature or include chat gpt in the open or share app section of the phone!""",4,5
219,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great app AI very responsive"", Content: ""This application has changed the way I work and run my business. Smooth functionality and quick responses.""",5,5
220,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""The first time you have a problem"", Content: ""The only way I could see the difference""",5,3
221,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Still quite broken on iPhone Minis"", Content: ""Also no way to use plugins it seems, but I really like the haptic feedback and everything I mentioned in the previous review (which seems to be deleted now with the update, unfortunately).""",3,3
222,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can we get an iPad display?"", Content: ""Absolutely love the app, but on my iPad Pro the app stays in a phone sized screen. This makes it very hard to type on the app, and an iPad interface would be amazing. Otherwise 10/10""",4,3
223,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""How great the app is! But when it can adapt for iPad?"", Content: ""Thanks for your teamwork to make ChatGPT for iOS be realized, how wonderful it performs in my iPhone ,but it doesn’t work as well in iPad ,could you please adapt this app for iPadOS recently?""",5,4
224,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Good"", Content: ""It is a simple and smooth APP, but there is a problem. When asking questions in Chinese, I often get stuck and cannot answer, but it can be seen that GPT is calculating because the input box below is beating.""",4,4
225,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love it."", Content: ""I used this to plan a vacation to another country I have never been, where they speak a language that I don’t speak. 

I am excited for the future. 

Phil""",5,5
226,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally an official app"", Content: ""Thank you OpenAI for releasing a real, ad-free app for ChatGPT. The web app wasn’t bad but this really makes it feel a lot smoother. Hoping that plugins support for Plus users gets implemented in the app soon!""",5,5
227,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""fast response"", Content: ""The response is very intelligent and detailed, it is very faster than the website version. And it has vibration feedback which is awesome.""",5,5
228,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Warm Feelings Good and Bad"", Content: ""App is beautiful and effective, has all the settings, signup, and management I’d like and a great interactive experience. Unfortunately it also made my phone very, very warm and drained the battery a bit while it was open.""",4,3
229,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""I Like the app but"", Content: ""I would like that there would be an option to make Al the chats in the app disappear so when u use the website it doesn’t appear a lot of different chats of Al the requests u made with the app""",4,3
230,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love it"", Content: ""It allows me to do voice to text great!!. Would love to see it do text to Voice for those long drives.  As a workaround  I’m using iOS accessibility with finger swipe, works good but not perfect.""",5,5
231,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Much Better Than I Could’ve Expected"", Content: ""I was expecting the UI and app design to be good—after all, this is a software company—but this is ridiculously good, it’s blown me away.""",5,5
232,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Iphone Heating  Excessively"", Content: ""I love the fast response. But my phone is heating up un necessarily right after launching the app And i dont want that to happen so i deleted  the app right then and there. What is going on.""",5,3
233,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Missing cookie retrieval"", Content: ""This doesn’t leverage the use of cookies that safari already has when you’re signing in with google.""",5,3
234,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Good to use, phone heat up"", Content: ""Its a really great app and functions just like the website, maybe even faster. Only weird thing is I used it for maybe 5 minutes and it heat up my phone. Using an iPhone 14 Pro Max. If the heat up is explained or fixed I’d give it 5 stars.""",3,5
235,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""chatgpt's reply becomes very slow"", Content: ""I updated this app during my trip in France, after I returned home, I find the reply bevomes very slow and always showing ""your most recent request failed.""
Is there anything wrong?""",3,1
236,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Cool app but…"", Content: ""I understand that OpenAi doesn’t do this kind of stuff but please add ai generated images. It would be so useful if this ai could generate images instead of going onto other apps or websites.""",5,3
237,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Fair offering, no beta features yet"", Content: ""This app manages to harness most of the capabilities of the website, excluding the beta features. The voice input feature is cool. I’m hoping to have access to browsing and plugins soon!""",4,3
238,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""please adapt the iPad client"", Content: ""Very good, recharge is also very convenient, please adapt the iPad client as soon as possible, the current display or cell phone style small screen, affecting the sense of experience""",5,5
239,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""This help me find men"", Content: ""I really like big black oily men. i want it to find that so i asked my friends about it they said nothing but when i ask ChatGpt it gave. an instant answer.""",5,5
240,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Faster than the browser"", Content: ""Answer generation is much faster and smoother than the browser""",5,4
241,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Hoooooot"", Content: ""After using it for a few minutes, the phone heats up significantly. The app version seems to only have an additional voice input feature, which can be easily replaced by using the voice input provided by the built-in keyboard on the web version.""",2,5
242,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally, an official mobile app!"", Content: ""With the flood of ad-plagued AI chatbots from greedy developers on the App Store, all of which are presumably just running ChatGPT under the hood, it’s great to finally have an official mobile client.""",5,5
243,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great way to utilize power of GPTs from your iPhone"", Content: ""The difference in use between web and ios is non noticable. Better experience than using mWeb account.""",5,5
244,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Working well"", Content: ""Much better than using those bloated third party apps. Hope I don’t need to log in every time I need to use the app!""",5,5
245,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""🤔"", Content: ""I love this app but when did it start to limit me. I normally use it a lot but today I was using it and it told me I reached my limit for the hour. That never happened to me before.""",4,5
246,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Please fix the overheating issue"", Content: ""Fantastic UI, the only thing I ask is to fix the horrible overheating and battery drain issue. I’ve never used an app that’s made my phone as hot as this. 

That being said I’m very pleased with how intuitive the app has turned out. Great job OpenAI!""",3,5
247,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love the portability of ChatGPT + attention to detail"", Content: ""I used to have a bookmark to the ChatGPT website until now. This is actually pretty dang amazing. 

PS: I especially love the attention to detail. Those haptic feedbacks are just ❤️""",5,5
248,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Almost Perfect+"", Content: ""Please make this application iPad compatible with landscape mode.

Revision:
Thank you for the landscape mode on iPad!!!  It’s wonderful. I will gladly give this app 5 stars when there is a pdf export option for a chat!""",4,5
249,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Loads of potential"", Content: ""I can see potential use cases with integration with Apple’s Shortcuts app to create playlists, spruce up a group chat, and even assist in general scheduling. GPT is truly something special, and I’d love to tinker around with integrating it as a daily tool.""",4,5
250,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""AI will help you grow and save money"", Content: ""Learn. Use. Hone in. This technology is coming for all of the desk jobs being over payed $27,500 per year. #SEC here, OpenAI can save our entire workforce and economy.""",5,5
251,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Marking out certain AI text"", Content: ""I hope some of developers would add a feature to mark out certain AI text, not marking out whole.""",5,3
252,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""App is good, but bugs out sound."", Content: ""The typing is constantly max-bolume, even when I mute my phone. Makes it hard to use it when others near me are sleeping.

It’s also annoying in general. Please fix.

-IPhone 12 (fully updated)""",3,3
253,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Insanely Helpful App"", Content: ""Now that this has moved to an app the responsiveness is so much better then the website, also hopefully this will get rid of those scammy AI apps flooding the App Store with the official app!""",5,5
254,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""IOS minimum configuration is too high!"", Content: ""My mobile phone is iPhone X, but I dare not update to iOS16 or higher system. After all, my mobile phone is too old. I can't upgrade the iOS system for an APP. I hope that developers can accept a slightly lower configuration of mobile phones. For example, iOS15 or lower.""",2,3
255,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Excellent App"", Content: ""Love it quick easy access fast responses and official unlike the other scam apps on apple store 
definitely reliable recommend""",5,5
256,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Internet access"", Content: ""When will the free version of the app have up to date internet access?""",5,3
257,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""I wish it had access to my phone"", Content: ""As an LLM, it’s perfect. I only wish I could give it real access to my device so I could a proper “smart” phone.""",5,5
258,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Problem fixed. Easy 5 stars"", Content: ""Previously it wasn't fullscreen, and used a small keyboard. New update fixed that and it's fullscreen now :D""",5,4
259,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""iPad version please!"", Content: ""Can we get a version for iPad?  It can’t be difficult.  Just tell “it” to write it for you.  10 seconds later, DONE!""",5,5
260,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally"", Content: ""I'm so glad we have the app now. I'm a subscribed client but my subscription didn't transfer to the app. Is that going to resolved soon?""",5,3
261,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""It’s Perfect!"", Content: ""This app is amazing! This technology is going to change the world. The results are generated instantly and there are so many ways that it can be used. 

Welcome to the future!""",5,5
